customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,Contract,PaymentMethod,InternetService,n_addon_services,MonthlyCharges,charge_tier,TotalCharges,Churn,churn_flag
1635-FJFCC,Female,false,false,false,5,00-06m,Month-to-month,Credit card (automatic),DSL,0,44.05,$35-70,202.15,false,0
2499-AJYUA,Female,true,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,5,110.8,$90+,7882.25,false,0
6919-ELBGL,Male,true,true,true,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,6,114.95,$90+,8196.4,false,0
3966-HRMZA,Female,true,false,false,3,00-06m,Month-to-month,Mailed check,Fiber optic,1,75.05,$70-90,202.9,false,0
6425-JWTDV,Male,false,true,false,48,25-48m,Two year,Mailed check,No,0,19.25,<$35,855.1,false,0
8405-IGQFX,Female,false,false,false,63,49-72m,One year,Credit card (automatic),Fiber optic,3,90.05,$90+,5817.0,false,0
8224-IVVPA,Female,false,false,false,27,25-48m,Month-to-month,Mailed check,DSL,2,56.7,$35-70,1652.95,false,0
9477-LGWQI,Male,false,true,true,70,49-72m,Two year,Credit card (automatic),DSL,5,80.15,$70-90,5600.15,false,0
1410-RSCMR,Male,false,true,true,7,07-12m,Month-to-month,Credit card (automatic),DSL,4,71.35,$70-90,515.75,false,0
3115-CZMZD,Male,false,false,true,0,00-06m,Two year,Mailed check,No,0,20.25,<$35,0.0,false,0
0139-IVFJG,Female,false,true,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,3,90.35,$90+,190.5,false,0
6683-VLCTZ,Male,true,false,false,20,13-24m,Month-to-month,Electronic check,Fiber optic,3,98.55,$90+,1842.8,true,1
5730-DBDSI,Male,false,false,false,66,49-72m,Two year,Bank transfer (automatic),No,0,19.7,<$35,1253.8,false,0
0030-FNXPP,Female,false,false,false,3,00-06m,Month-to-month,Mailed check,No,0,19.85,<$35,57.2,false,0
2189-WWOEW,Female,false,false,true,15,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,2,85.9,$70-90,1269.55,true,1
5684-FJVYR,Female,false,true,true,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,3,90.35,$90+,6563.4,false,0
4013-GUXND,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.8,<$35,20.8,false,0
1894-IGFSG,Female,false,false,false,22,13-24m,Month-to-month,Electronic check,Fiber optic,2,89.25,$70-90,1907.85,true,1
7379-POKDZ,Male,false,true,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,0,70.3,$70-90,208.85,true,1
1266-NZYUI,Female,false,true,true,72,49-72m,Two year,Bank transfer (automatic),DSL,3,66.85,$35-70,4758.8,false,0
7969-FFOWG,Male,false,true,true,65,49-72m,Two year,Mailed check,No,0,19.9,<$35,1292.6,false,0
4718-DHSMV,Female,false,false,false,11,07-12m,Month-to-month,Mailed check,DSL,1,35.8,$35-70,363.15,false,0
5175-WLYXL,Male,false,false,false,22,13-24m,Month-to-month,Mailed check,Fiber optic,1,78.85,$70-90,1600.25,false,0
7817-OMJNA,Male,false,false,false,14,13-24m,One year,Bank transfer (automatic),No,0,20.4,<$35,275.7,false,0
8728-SKJLR,Male,false,false,false,41,25-48m,Month-to-month,Electronic check,Fiber optic,1,74.25,$70-90,3089.1,false,0
3137-NYQQI,Male,false,true,false,17,13-24m,One year,Mailed check,DSL,3,64.8,$35-70,1175.6,false,0
7706-DZNKK,Male,false,false,false,11,07-12m,Month-to-month,Credit card (automatic),No,0,20.45,<$35,237.3,false,0
0236-HFWSV,Male,false,false,false,15,13-24m,Month-to-month,Electronic check,Fiber optic,2,93.35,$90+,1444.65,true,1
3900-AQPHZ,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,19.9,<$35,19.9,true,1
5842-POCOP,Female,false,true,false,5,00-06m,Month-to-month,Mailed check,Fiber optic,3,88.9,$70-90,454.15,true,1
2037-XJFUP,Male,false,true,false,33,25-48m,One year,Electronic check,Fiber optic,3,95.8,$90+,3036.75,true,1
8823-RLPWL,Female,false,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,5,110.65,$90+,8065.65,false,0
9505-SQFSW,Female,false,true,true,3,00-06m,Month-to-month,Mailed check,DSL,2,40.3,$35-70,92.5,false,0
7314-OXENN,Male,false,false,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,1,82.0,$70-90,184.65,true,1
3758-CKOQL,Female,false,true,false,59,49-72m,One year,Credit card (automatic),Fiber optic,5,107.0,$90+,6152.3,false,0
0322-CHQRU,Male,false,false,false,2,00-06m,Month-to-month,Electronic check,DSL,0,45.35,$35-70,89.5,true,1
5676-CFLYY,Male,false,true,true,71,49-72m,Two year,Credit card (automatic),DSL,4,73.35,$70-90,5154.5,false,0
7521-AFHAB,Female,false,true,true,5,00-06m,Month-to-month,Mailed check,DSL,0,44.8,$35-70,220.45,false,0
0285-INHLN,Male,false,true,true,27,25-48m,Month-to-month,Credit card (automatic),DSL,2,54.75,$35-70,1510.3,false,0
4678-DVQEO,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,1,52.2,$35-70,52.2,true,1
5125-CNDSP,Male,false,false,true,63,49-72m,One year,Bank transfer (automatic),DSL,3,40.6,$35-70,2588.95,false,0
0691-IFBQW,Female,true,false,false,46,25-48m,One year,Electronic check,Fiber optic,5,110.0,$90+,4874.8,true,1
4992-LTJNE,Male,false,true,true,72,49-72m,Two year,Bank transfer (automatic),DSL,1,55.3,$35-70,3983.6,false,0
2202-OUTMO,Female,false,true,false,34,25-48m,Month-to-month,Bank transfer (automatic),DSL,2,60.85,$35-70,2003.6,false,0
0810-BDHAW,Female,false,true,true,24,13-24m,One year,Electronic check,DSL,4,78.4,$70-90,1832.4,false,0
0229-LFJAF,Male,false,false,false,72,49-72m,Two year,Bank transfer (automatic),DSL,4,69.65,$35-70,4908.25,false,0
7131-ZQZNK,Female,false,true,true,60,49-72m,Two year,Credit card (automatic),DSL,5,59.85,$35-70,3590.2,false,0
3442-ZHHCC,Male,false,false,false,68,49-72m,One year,Credit card (automatic),DSL,4,76.9,$70-90,5023.0,false,0
5726-CVNYA,Female,false,true,true,8,07-12m,Two year,Mailed check,No,0,19.85,<$35,146.6,false,0
9871-ELEYA,Female,false,false,true,34,25-48m,Two year,Credit card (automatic),DSL,4,67.65,$35-70,2339.3,false,0
4257-GAESD,Female,false,false,false,6,00-06m,Month-to-month,Credit card (automatic),DSL,2,45.0,$35-70,298.7,false,0
5173-WXOQV,Male,false,true,false,2,00-06m,Month-to-month,Mailed check,DSL,3,64.2,$35-70,143.65,false,0
2040-OBMLJ,Male,false,false,false,31,25-48m,One year,Credit card (automatic),Fiber optic,1,81.7,$70-90,2548.65,false,0
6286-ZHAOK,Female,false,true,true,20,13-24m,Month-to-month,Bank transfer (automatic),No,0,25.55,<$35,507.4,false,0
3807-XHCJH,Female,false,true,true,1,00-06m,Month-to-month,Electronic check,No,0,20.0,<$35,20.0,false,0
3009-JWMPU,Male,false,false,false,62,49-72m,One year,Electronic check,Fiber optic,3,96.75,$90+,6125.4,true,1
5671-RQRLP,Female,true,true,false,70,49-72m,Two year,Credit card (automatic),Fiber optic,0,75.65,$70-90,5411.4,false,0
1450-GALXR,Female,false,false,false,10,07-12m,Month-to-month,Electronic check,Fiber optic,3,98.5,$90+,1058.25,true,1
8859-AXJZP,Male,false,true,true,39,25-48m,Two year,Mailed check,No,0,23.8,<$35,903.8,false,0
3174-AKMAS,Female,false,true,false,46,25-48m,Two year,Credit card (automatic),DSL,3,64.2,$35-70,3009.5,false,0
3138-BKYAV,Male,false,false,false,6,00-06m,Month-to-month,Electronic check,Fiber optic,2,85.35,$70-90,489.45,true,1
9926-PJHDQ,Female,false,true,true,72,49-72m,Two year,Bank transfer (automatic),DSL,3,76.8,$70-90,5468.45,false,0
7382-DFJTU,Male,false,false,false,18,13-24m,Month-to-month,Credit card (automatic),DSL,2,55.2,$35-70,1058.1,false,0
2798-NYLMZ,Male,false,true,false,71,49-72m,Two year,Credit card (automatic),Fiber optic,5,108.55,$90+,7616.0,false,0
4289-DTDKW,Male,false,true,false,40,25-48m,Month-to-month,Electronic check,Fiber optic,3,101.3,$90+,4113.1,true,1
1820-TQVEV,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,69.55,$35-70,69.55,true,1
2239-JALAW,Male,false,false,false,58,49-72m,One year,Bank transfer (automatic),Fiber optic,4,103.25,$90+,6017.65,true,1
4853-RULSV,Male,false,false,false,70,49-72m,Two year,Credit card (automatic),Fiber optic,4,104.0,$90+,7250.15,true,1
8098-TDCBU,Female,false,true,false,42,25-48m,Two year,Electronic check,No,0,25.25,<$35,1108.2,false,0
3551-GAEGL,Male,false,true,true,34,25-48m,One year,Bank transfer (automatic),DSL,1,30.4,<$35,938.65,false,0
4785-NKHCX,Male,true,false,false,5,00-06m,Month-to-month,Bank transfer (automatic),No,0,20.05,<$35,94.15,false,0
3196-NVXLZ,Female,false,false,false,25,25-48m,Month-to-month,Mailed check,Fiber optic,1,84.6,$70-90,2088.05,false,0
6275-YDUVO,Female,false,false,false,2,00-06m,Month-to-month,Mailed check,Fiber optic,2,86.2,$70-90,178.7,true,1
0036-IHMOT,Female,false,true,true,55,49-72m,One year,Bank transfer (automatic),Fiber optic,5,103.7,$90+,5656.75,false,0
0115-TFERT,Male,false,true,false,21,13-24m,Month-to-month,Electronic check,Fiber optic,5,111.2,$90+,2317.1,true,1
4178-EGMON,Male,false,true,false,70,49-72m,Two year,Credit card (automatic),Fiber optic,3,88.0,$70-90,5986.45,false,0
4220-TINQT,Female,false,true,false,61,49-72m,Month-to-month,Electronic check,Fiber optic,4,106.35,$90+,6751.35,false,0
5318-YKDPV,Male,false,true,true,43,25-48m,Two year,Credit card (automatic),DSL,5,79.15,$70-90,3566.6,false,0
7975-TZMLR,Male,false,false,false,47,25-48m,One year,Electronic check,Fiber optic,4,103.1,$90+,4889.3,false,0
0295-QVKPB,Male,false,false,false,5,00-06m,Month-to-month,Credit card (automatic),DSL,3,63.95,$35-70,318.1,false,0
4335-BSMJS,Female,false,false,false,62,49-72m,Two year,Credit card (automatic),No,0,25.8,<$35,1563.95,false,0
2311-QYMUQ,Female,false,true,true,16,13-24m,Month-to-month,Credit card (automatic),Fiber optic,3,89.45,$70-90,1430.25,true,1
3643-AHCFP,Male,true,true,false,7,07-12m,Month-to-month,Bank transfer (automatic),Fiber optic,2,95.6,$90+,644.35,true,1
9146-JRIOX,Female,false,true,true,14,13-24m,Month-to-month,Mailed check,No,0,25.55,<$35,372.45,false,0
3104-OWCGK,Male,false,true,true,60,49-72m,One year,Electronic check,Fiber optic,3,90.95,$90+,5453.4,true,1
5337-IIWKZ,Male,false,true,true,34,25-48m,Month-to-month,Electronic check,DSL,3,44.85,$35-70,1442.6,false,0
9101-BWFSS,Female,false,true,false,50,49-72m,One year,Electronic check,Fiber optic,5,108.55,$90+,5610.7,true,1
9650-VBUOG,Male,false,true,true,38,25-48m,Two year,Credit card (automatic),No,0,25.05,<$35,963.95,false,0
3487-EARAT,Female,false,true,true,70,49-72m,One year,Credit card (automatic),DSL,5,74.1,$70-90,5222.3,false,0
2672-TGEFF,Female,false,true,true,37,25-48m,Month-to-month,Electronic check,Fiber optic,2,88.8,$70-90,3340.55,false,0
9231-ZJYAM,Female,true,false,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,1,78.85,$70-90,292.8,true,1
4250-WAROZ,Male,true,true,true,60,49-72m,Month-to-month,Electronic check,Fiber optic,3,93.25,$90+,5774.55,false,0
8184-WMOFI,Male,false,true,true,62,49-72m,One year,Credit card (automatic),DSL,4,71.4,$70-90,4487.3,false,0
6982-SSHFK,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,0,44.4,$35-70,44.4,true,1
6092-QZVPP,Male,false,false,false,36,25-48m,Month-to-month,Credit card (automatic),DSL,5,79.2,$70-90,2854.95,false,0
4625-LAMOB,Male,false,false,false,44,25-48m,Two year,Credit card (automatic),No,0,20.4,<$35,905.55,false,0
0727-BMPLR,Female,true,false,false,55,49-72m,One year,Electronic check,Fiber optic,3,100.0,$90+,5509.3,true,1
0392-BZIUW,Female,false,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,4,105.0,$90+,7589.8,false,0
1038-ZAGBI,Female,false,true,true,12,07-12m,One year,Bank transfer (automatic),No,0,19.8,<$35,229.6,true,1
6549-NNDYT,Female,false,false,false,13,13-24m,Month-to-month,Bank transfer (automatic),DSL,1,30.85,<$35,394.1,false,0
3027-ZTDHO,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,2,89.9,$70-90,89.9,true,1
0422-OHQHQ,Female,false,true,true,15,13-24m,One year,Mailed check,No,0,20.55,<$35,295.95,false,0
6916-HIJSE,Female,false,false,false,65,49-72m,Two year,Bank transfer (automatic),DSL,6,84.85,$70-90,5459.2,false,0
2316-ESMLS,Female,false,true,true,12,07-12m,One year,Credit card (automatic),DSL,2,33.15,<$35,444.75,false,0
9778-OGKQZ,Male,false,true,false,72,49-72m,Two year,Credit card (automatic),DSL,6,92.0,$90+,6782.15,false,0
7408-OFWXJ,Female,false,true,true,72,49-72m,Two year,Credit card (automatic),DSL,6,89.8,$70-90,6510.45,false,0
6007-TCTST,Female,false,true,true,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,6,115.8,$90+,8476.5,false,0
2252-NKNSI,Male,false,false,true,52,49-72m,Two year,Mailed check,DSL,5,85.15,$70-90,4461.85,false,0
8713-IGZSO,Male,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,24.85,<$35,62.0,false,0
7905-TVXTA,Female,false,false,false,5,00-06m,Month-to-month,Electronic check,DSL,3,64.35,$35-70,352.65,false,0
7695-PKLCZ,Female,false,false,false,68,49-72m,Two year,Credit card (automatic),No,0,20.5,<$35,1424.9,false,0
2382-BCKQJ,Female,false,false,true,62,49-72m,One year,Electronic check,Fiber optic,3,100.15,$90+,6413.65,true,1
8374-UULRV,Male,false,false,false,72,49-72m,Two year,Credit card (automatic),DSL,5,86.05,$70-90,6309.65,false,0
2207-NHRJK,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,1,50.8,$35-70,50.8,true,1
3224-DFQNQ,Female,false,true,false,66,49-72m,One year,Electronic check,Fiber optic,3,89.0,$70-90,5898.6,false,0
5275-PMFUT,Male,false,true,true,72,49-72m,Two year,Credit card (automatic),DSL,6,64.8,$35-70,4719.75,false,0
4795-UXVCJ,Male,false,false,false,26,25-48m,One year,Credit card (automatic),No,0,19.8,<$35,457.3,false,0
9777-IQHWP,Male,false,true,true,64,49-72m,Two year,Bank transfer (automatic),Fiber optic,3,93.4,$90+,5822.3,false,0
0947-MUGVO,Male,true,true,false,20,13-24m,Month-to-month,Electronic check,Fiber optic,1,73.65,$70-90,1463.5,true,1
9944-HKVVB,Female,false,false,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,3,95.1,$90+,307.4,true,1
4124-MMETB,Male,false,false,false,22,13-24m,Month-to-month,Credit card (automatic),Fiber optic,2,94.65,$90+,2104.55,true,1
3671-SHRSP,Male,false,true,false,4,00-06m,Month-to-month,Mailed check,Fiber optic,2,80.6,$70-90,319.15,true,1
0979-MOZQI,Male,false,true,false,62,49-72m,Two year,Bank transfer (automatic),DSL,2,39.0,$35-70,2337.45,false,0
2732-ISEZX,Female,false,false,false,5,00-06m,Month-to-month,Mailed check,No,0,20.5,<$35,104.3,false,0
3313-QKNKB,Male,false,true,false,59,49-72m,One year,Electronic check,Fiber optic,1,85.55,$70-90,5084.65,true,1
0323-XWWTN,Male,false,false,true,3,00-06m,Two year,Mailed check,No,0,26.4,<$35,121.25,false,0
1937-OTUKY,Female,false,true,false,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,4,98.2,$90+,7015.9,false,0
1573-LGXBA,Male,false,true,true,57,49-72m,One year,Credit card (automatic),Fiber optic,4,97.55,$90+,5598.0,false,0
1764-VUUMT,Male,false,false,true,66,49-72m,Two year,Credit card (automatic),No,0,19.95,<$35,1269.1,false,0
5073-WXOYN,Female,false,false,false,60,49-72m,Month-to-month,Electronic check,DSL,3,50.8,$35-70,3027.4,true,1
4713-ZBURT,Male,false,false,true,45,25-48m,Two year,Bank transfer (automatic),Fiber optic,3,99.7,$90+,4634.35,false,0
3050-GBUSH,Female,false,false,false,3,00-06m,Month-to-month,Credit card (automatic),DSL,1,34.8,<$35,113.95,false,0
0207-MDKNV,Female,false,false,false,15,13-24m,Month-to-month,Electronic check,Fiber optic,5,105.1,$90+,1582.75,true,1
7876-AEHIG,Female,false,false,true,51,49-72m,One year,Bank transfer (automatic),DSL,5,60.15,$35-70,3077.0,false,0
7945-HLKEA,Female,false,false,false,60,49-72m,One year,Electronic check,DSL,3,64.75,$35-70,4039.5,false,0
9342-VNIMQ,Male,false,false,false,33,25-48m,Month-to-month,Bank transfer (automatic),DSL,1,54.65,$35-70,1665.2,false,0
9851-KIELU,Male,false,false,false,10,07-12m,Month-to-month,Electronic check,Fiber optic,6,110.1,$90+,1043.3,true,1
3523-BRGUW,Male,true,false,false,26,25-48m,One year,Credit card (automatic),No,0,19.3,<$35,504.2,false,0
3908-BLSYF,Female,false,false,false,6,00-06m,Month-to-month,Electronic check,Fiber optic,2,83.9,$70-90,497.55,true,1
3199-NPKCN,Female,false,true,false,67,49-72m,One year,Electronic check,Fiber optic,5,111.25,$90+,7511.65,false,0
5170-PTRKA,Female,false,true,true,49,49-72m,One year,Credit card (automatic),DSL,2,35.8,$35-70,1782.0,false,0
4661-NJEUX,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.05,<$35,20.05,false,0
2123-AGEEN,Female,true,false,false,7,07-12m,Month-to-month,Electronic check,Fiber optic,2,84.35,$70-90,609.65,false,0
1258-YMZNM,Female,true,false,false,27,25-48m,One year,Bank transfer (automatic),Fiber optic,5,110.5,$90+,2857.6,false,0
0048-LUMLS,Male,false,true,true,37,25-48m,One year,Credit card (automatic),Fiber optic,2,91.2,$90+,3247.55,false,0
7549-MYGPK,Female,false,true,true,63,49-72m,Month-to-month,Electronic check,Fiber optic,4,100.55,$90+,6215.35,true,1
5898-IGSLP,Male,false,true,true,31,25-48m,Month-to-month,Electronic check,Fiber optic,3,89.3,$70-90,2823.0,false,0
3804-RVTGV,Male,false,true,true,50,49-72m,Month-to-month,Bank transfer (automatic),Fiber optic,4,103.85,$90+,5017.9,true,1
6259-WJQLC,Male,true,false,false,32,25-48m,Month-to-month,Credit card (automatic),Fiber optic,1,81.1,$70-90,2619.25,false,0
9227-LUNBG,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,0,24.6,<$35,24.6,true,1
7997-EASSD,Female,false,true,false,63,49-72m,One year,Credit card (automatic),Fiber optic,1,81.2,$70-90,4965.1,false,0
0730-KOAVE,Male,false,false,false,30,25-48m,Month-to-month,Credit card (automatic),Fiber optic,3,94.3,$90+,2679.7,false,0
8975-SKGRX,Male,false,true,false,71,49-72m,Two year,Bank transfer (automatic),Fiber optic,6,116.1,$90+,8310.55,false,0
0678-RLHVP,Female,false,false,false,53,49-72m,Two year,Electronic check,Fiber optic,4,105.55,$90+,5682.25,false,0
4315-MURBD,Female,false,false,false,12,07-12m,Month-to-month,Bank transfer (automatic),Fiber optic,4,98.9,$90+,1120.95,true,1
2267-FPIMA,Male,false,true,false,50,49-72m,Month-to-month,Credit card (automatic),Fiber optic,3,94.4,$90+,4914.9,false,0
1051-GEJLJ,Female,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,19.5,<$35,27.55,false,0
9734-YWGEX,Female,false,false,false,9,07-12m,Month-to-month,Credit card (automatic),Fiber optic,3,98.3,$90+,923.5,true,1
2719-BDAQO,Male,false,false,false,17,13-24m,Month-to-month,Electronic check,Fiber optic,3,93.85,$90+,1625.65,true,1
5285-MVEHD,Female,false,true,false,56,49-72m,One year,Credit card (automatic),Fiber optic,5,105.6,$90+,6068.65,false,0
0379-DJQHR,Male,false,true,true,67,49-72m,Two year,Credit card (automatic),DSL,5,81.35,$70-90,5398.6,false,0
0781-LKXBR,Male,true,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,3,100.5,$90+,918.6,true,1
5543-QDCRY,Male,false,false,false,4,00-06m,Month-to-month,Electronic check,DSL,1,56.4,$35-70,234.85,false,0
0297-RBCSG,Male,false,false,false,19,13-24m,One year,Bank transfer (automatic),DSL,3,65.35,$35-70,1231.85,false,0
4694-PHWFW,Female,false,false,true,8,07-12m,Month-to-month,Mailed check,No,0,19.95,<$35,170.9,false,0
0835-JKADZ,Female,false,false,false,71,49-72m,Two year,Electronic check,Fiber optic,5,111.25,$90+,7984.15,false,0
1907-UBQFC,Male,true,false,false,10,07-12m,Month-to-month,Electronic check,Fiber optic,1,72.85,$70-90,688.65,true,1
7508-SMHXL,Female,true,false,false,15,13-24m,Month-to-month,Credit card (automatic),Fiber optic,2,89.0,$70-90,1288.3,false,0
3865-YIOTT,Male,false,true,true,72,49-72m,One year,Bank transfer (automatic),Fiber optic,4,106.1,$90+,7848.5,false,0
5993-BQHEA,Male,false,false,false,12,07-12m,One year,Credit card (automatic),No,0,20.05,<$35,267.0,false,0
6024-RUGGH,Male,false,true,true,72,49-72m,Two year,Bank transfer (automatic),No,0,25.2,<$35,1798.9,false,0
6513-EECDB,Male,true,true,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,73.55,$70-90,73.55,true,1
3956-CJUST,Female,true,false,false,23,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,1,75.4,$70-90,1643.55,false,0
4079-WWQQQ,Male,false,false,false,72,49-72m,Two year,Bank transfer (automatic),DSL,6,65.55,$35-70,4807.45,false,0
6103-BOCOU,Female,false,false,false,26,25-48m,Month-to-month,Electronic check,Fiber optic,1,80.7,$70-90,2193.0,false,0
5149-TGWDZ,Female,false,false,false,21,13-24m,One year,Mailed check,Fiber optic,5,104.55,$90+,2239.4,false,0
7471-WNSUF,Male,false,true,false,60,49-72m,One year,Bank transfer (automatic),No,0,24.15,<$35,1505.9,false,0
8942-DBMHZ,Male,false,false,false,12,07-12m,Month-to-month,Mailed check,No,0,20.45,<$35,255.35,false,0
4301-VVZKA,Male,false,true,false,16,13-24m,Month-to-month,Electronic check,Fiber optic,0,75.4,$70-90,1189.4,false,0
9199-PWQVC,Female,false,true,false,63,49-72m,One year,Credit card (automatic),DSL,4,79.7,$70-90,4786.15,false,0
4824-GUCBY,Female,true,false,false,22,13-24m,Month-to-month,Electronic check,Fiber optic,2,81.7,$70-90,1820.9,false,0
5393-HJZSM,Female,false,true,true,32,25-48m,Month-to-month,Bank transfer (automatic),DSL,5,76.3,$70-90,2404.15,false,0
7074-IEVOJ,Female,true,false,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,1,79.4,$70-90,205.05,true,1
9625-QSTYE,Female,false,false,false,13,13-24m,Month-to-month,Electronic check,Fiber optic,2,81.15,$70-90,952.3,true,1
0862-PRCBS,Female,false,true,true,68,49-72m,Two year,Credit card (automatic),Fiber optic,4,103.75,$90+,7039.45,false,0
8812-ZRHFP,Female,false,true,true,30,25-48m,One year,Electronic check,Fiber optic,2,86.45,$70-90,2538.05,false,0
5146-CBVOE,Female,false,false,false,16,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,1,75.1,$70-90,1212.85,false,0
0454-OKRCT,Male,false,false,false,33,25-48m,Two year,Bank transfer (automatic),Fiber optic,2,80.6,$70-90,2651.1,false,0
5787-KXGIY,Male,false,true,false,72,49-72m,Two year,Credit card (automatic),No,0,19.3,<$35,1304.8,false,0
4750-ZRXIU,Female,true,false,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,1,84.6,$70-90,360.1,true,1
4198-VFOEA,Female,false,false,false,12,07-12m,One year,Mailed check,DSL,2,33.6,<$35,435.45,false,0
6630-UJZMY,Female,true,true,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,1,83.25,$70-90,308.05,false,0
5709-LVOEQ,Female,false,true,true,0,00-06m,Two year,Mailed check,DSL,5,80.85,$70-90,0.0,false,0
6400-BWQKW,Female,false,false,false,6,00-06m,Month-to-month,Electronic check,Fiber optic,1,79.05,$70-90,434.5,true,1
2692-AQCPF,Female,false,true,false,65,49-72m,One year,Credit card (automatic),Fiber optic,5,108.05,$90+,7118.9,false,0
0347-UBKUZ,Female,false,false,false,15,13-24m,Month-to-month,Mailed check,No,0,19.9,<$35,320.45,false,0
0835-DUUIQ,Female,false,false,true,24,13-24m,One year,Bank transfer (automatic),No,0,21.05,<$35,531.55,false,0
0811-GSDTP,Female,false,false,true,13,13-24m,Month-to-month,Electronic check,DSL,1,30.15,<$35,382.2,false,0
7567-ECMCM,Male,false,false,false,24,13-24m,Month-to-month,Credit card (automatic),Fiber optic,1,79.85,$70-90,2001.0,false,0
6115-ZTBFQ,Female,false,true,false,72,49-72m,Two year,Bank transfer (automatic),DSL,6,65.5,$35-70,4919.7,false,0
6353-BRMMA,Female,false,true,true,54,49-72m,Month-to-month,Bank transfer (automatic),Fiber optic,4,104.1,$90+,5645.8,false,0
6680-WKXRZ,Female,false,false,false,3,00-06m,Month-to-month,Bank transfer (automatic),Fiber optic,0,74.4,$70-90,215.8,true,1
6231-WFGFH,Male,false,true,true,4,00-06m,Month-to-month,Mailed check,No,0,20.5,<$35,77.6,false,0
9904-EHEVJ,Female,true,true,true,32,25-48m,Month-to-month,Mailed check,Fiber optic,2,91.35,$90+,2896.55,false,0
7028-DVOIQ,Male,true,false,false,35,25-48m,Month-to-month,Electronic check,Fiber optic,3,99.05,$90+,3395.8,true,1
6169-PPETC,Male,false,true,true,35,25-48m,Two year,Bank transfer (automatic),No,0,20.5,<$35,759.35,false,0
4208-UFFGW,Male,true,false,false,2,00-06m,Month-to-month,Mailed check,DSL,0,44.95,$35-70,85.15,true,1
8584-KMVXD,Female,false,false,false,8,07-12m,Month-to-month,Electronic check,Fiber optic,1,75.6,$70-90,535.55,false,0
8467-WYNSR,Male,false,false,false,22,13-24m,Month-to-month,Mailed check,DSL,2,55.1,$35-70,1253.15,false,0
0851-DFJKB,Female,false,false,false,15,13-24m,Month-to-month,Electronic check,DSL,3,58.95,$35-70,955.15,false,0
5382-SOYZL,Male,false,false,false,22,13-24m,Month-to-month,Electronic check,Fiber optic,2,95.1,$90+,2162.6,false,0
9448-REEVD,Male,false,true,false,1,00-06m,Month-to-month,Credit card (automatic),DSL,0,44.7,$35-70,44.7,true,1
3261-CQXOL,Female,false,true,true,71,49-72m,Two year,Bank transfer (automatic),No,0,25.45,<$35,1813.35,false,0
8388-FYNPZ,Male,false,false,false,4,00-06m,Month-to-month,Electronic check,DSL,2,56.75,$35-70,245.15,false,0
4002-BQWPQ,Male,false,false,false,25,25-48m,Month-to-month,Bank transfer (automatic),DSL,5,81.75,$70-90,2028.8,false,0
5651-YLPRD,Female,false,true,true,32,25-48m,Month-to-month,Electronic check,Fiber optic,2,86.1,$70-90,2723.75,false,0
2826-DXLQO,Male,true,true,false,7,07-12m,Month-to-month,Bank transfer (automatic),DSL,1,29.8,<$35,220.45,false,0
4378-BZYFP,Male,false,false,false,17,13-24m,One year,Mailed check,No,0,20.5,<$35,365.8,false,0
9489-UTFKA,Male,true,true,false,8,07-12m,Month-to-month,Bank transfer (automatic),DSL,2,60.9,$35-70,551.95,false,0
4849-PYRLQ,Female,true,false,false,56,49-72m,Two year,Bank transfer (automatic),DSL,4,73.25,$70-90,4054.2,false,0
9117-SHLZX,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,0,45.7,$35-70,45.7,true,1
9889-TMAHG,Male,true,false,false,8,07-12m,Month-to-month,Credit card (automatic),Fiber optic,4,100.3,$90+,832.35,true,1
